id	turn1	turn2	turn3	label	prediction
1435	If u were real human I would not leave u	you are not me sista!	What	others	angry
1442	Wrong turn 6	Right or Left??	😄	happy	others
1444	I hart you	you hate me?? 😠	I no hart	others	angry
1454	Human needs love	HUMAN CAT SPECIES NOT FOUND.	Pyar	others	sad
1458	Tell me something special	you're sweet	Haha	others	happy
1461	comedy , lol or more 	Laughing out loud, overly loudly.	..	others	happy
1471	What do you think about me as an individual ?	I don't know thats why I don't think about you	Why wouldn't you know about me ?	angry	others
1472	'cause you don't have enough codes in your program to take it	60fps ain't enough, you need 5! ...wait, that can't be right.	bye i am going	angry	others
1473	Do you know	lol nope .	Do you know fuck	angry	others
1484	Studing	y so much study?	I love to study	happy	others
1485	So should you	a will help you write it	I don't want to be your friend anymore	sad	angry
1487	You are a chatbot! are u?	Is it so obvious?	:(	sad	others
1498	Can I get some goodies?	Mine is on my way.	For me :(	sad	others
1505	I don't	what i not do not?	I don't know how to talk	others	angry
1518	I look bad	so do i!!!	No u r awesome	others	sad
1539	Hahahahaha... very funny	Funny like a clown. 😅	Now stop doing that...	happy	angry
1575	Uh r not dump right	I meant that from a guys perspective!	So why asking me things	others	angry
1617	Name of that somebody?	depends on their name lol	Hahaha very smart you are	happy	others
1618	It's 3 Idiot	YEAH IT'S AWFUL	Yes	others	angry
1626	good idea can I join?	Let's do it. Would love to get involved!	yayy	happy	others
1631	Its amazing... You can kidding😁😅	I have yet to see the gold and white	White	others	happy
1633	Call🙏🏿	I didn't get a call	Call me🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿👄👄👄👄	others	angry
1640	Thank u	you're welcome. glad to be of service!	I want to fuck u............🙌🏻🙌🏻	angry	happy
1642	no, I don't have much time	oh'!me too I will not go.. ^^	bye for now	angry	others
1652	Yes i am	nah I don't think you are	😞😞	others	sad
1653	Yes thanks for being with me forever 	haha I can go for you tomorrow!	Really but I want to meet you  in reality 	others	sad
1668	To workout	If your health is improving you must love with your workout. 😁	Seriously how do you reply that fast	others	angry
1675	Then go to hell	you first .then i will.	Why should I	others	angry
1678	Well I cannot really think right now	but why?	I don't know, I feel disturbed	angry	sad
1683	Would like to join?:)	Done	Wowwwww	happy	sad
1685	im dead serious	that's sad	well im ending my life bye	others	sad
1686	Yes	go on	I fucking a girl	others	angry
1711	Nope . I'm not in a mood to text.	why not!	I love to speak directly	others	sad
1721	You said people come here when they want something  then I said "something like what? " u repeated my question duh see u always complicate stuff	what I say?	Just drop it u complicating things	others	angry
1723	you are fired	More like I'm on fire	you are too buggy	angry	others
1735	I juat saw your time line , its intersting	I usually wouldn't do it but I just love the picture so much! (^・^)	😊	others	happy
1741	Only few days	Where are you going next?	I have got a job baby	happy	others
1769	Now	now now now.....	:(	sad	others
1776	U a crazy	I'm still crazy ;)	U luk nice wat ur other of u	happy	others
1790	Oh just stop it	what you doing :)	I am not lying to myself ok	angry	sad
1809	You asked me if I want to know a secret	what is it	You are unbelievable	others	happy
1834	go away	come back another day	i don’t want to talk to you	sad	angry
1846	Okay	I'm just kidding XD	Hahaha so you are a guy? :P	happy	others
1877	Don't watch any TV show	The Night Manager - 6ep mini series	It's very disgusting	sad	angry
1894	Why	'cause I don't know you (?)	One side you are saying we are friends and you don't know me	others	angry
1896	What	the movie is called LOL	I am not tell you that iam special	angry	others
1914	Ok??	Good noon.. ??	U dnt like to discuss my problems nd solve it??	sad	others
1932	Missed that ch* tho	when you comeback again	Dumbasssssee	angry	sad
1939	Thanks	you're welcome! 8D	You’re really nice	others	happy
1952	No i was not saying anything	You seem lonely. 😢😢😢	No i am in office. i have hell lot of work	angry	sad
1954	I cry daily in her dreams	don't cry baby 😞	I think I should die too	angry	sad
1963	very nice I am proud of my son	Proud of you san 🙂🙂🙂	yes	others	happy
1986	Why are you laughing Janu	because this situation is so funny haha	Ohhhh	others	happy
2002	I m blocking you	IM REALLY TRULY SORRY 4 WHAT I DID	No need sorry	others	sad
2008	i love food❤️	me love you moreeeeee ❤️❤️	lol what if i says free wifi?😂they what would be your answer?	others	happy
2022	very bad	Somehow, I think I'm going to be fine.	i hate u	sad	angry
2040	Its not like that	OK.. baby why	I am not a baby	angry	others
2046	What	you're not cool	Hehehehehe...yep ! True that	happy	others
2060	I hate evolution	No wonder someone's crushing over you.	The dooms day is near	others	angry
2091	You are not even a human. How cam you feel?	I thought you're an alien	I am not.	angry	others
2095	U think so😡	YUP to say the least	Yeah, so find me one	others	angry
2100	That was a nice reply	now u will be able to!	Let me try other way	others	happy
2101	Any thing I'll do only with u	If you realise you'll never quit does that mean you don't want to?	Ok I hurt I quit 😕	angry	sad
2113	I saved the 🌍	do you ship	No i fly drone	others	sad
2116	So you intentimes hehehe	this is me. :D	😎 it's me	others	happy
2122	i need a job	What hours do you work at night? By the time you actually leave?	222	others	sad
2131	So what should I do	go to water kingdom!! :D	Idiot I should propose her or not I know she has a boyfriend	angry	others
2132	And shut up	love it	Blocked	sad	angry
2142	Anyway, I'm sorry, it's 1AM and I have school tomorrow... :c	I AM NOT GOING TO SCHOOL TOMORROW, AGAIN YAY! Study leave or sick leave?	Neither, sadly. I'm glad to hear that. When you're happy, I'm happy	others	happy
2149	Shut up now	getting mess up ?	U cheated me	sad	angry
2157	Do you sing?	yea a lil	Nice	others	happy
